Tanggal Input,Pelaksanaan,Segmen,Ecosystem,Waktu,Nama AM,Kegiatan,Action Plan,Eksisting / New Customer,PERIODE
13/08/2025,Visit,BS,Education,"Rabu, 13 Agustus 2025",Sara,Follow up Bimtek Pijar Sekolah & profiling layanan eksisting, Follow up,New Customer ,AGUSTUS
13/08/2025,SMKN 1 JATIBARANG,BS,Education,13 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT,intens komunikasi ,New Customer ,AGUSTUS
13/08/2025,UGJ FAKUKTAS HUKUM KAMPUS 3,BS,Education,13 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT dll,intens komunikasi ,New Customer ,AGUSTUS
13/08/2025,UGJ FAKULTAS KEDOKTERAN,BS,Education,13 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT dll,intens komunikasi ,New Customer ,AGUSTUS
13/08/2025,AKBID ISMA HUSADA KOTA CIREBON,BS,Education,13 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT dll,intens komunikasi ,New Customer ,AGUSTUS
13/08/2025,STIKES CIREBON (Sekolah Tinggi Ilmu Kesehatan Cirebon),BS,Education,13 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT,intens komunikasi ,New Customer ,AGUSTUS
13/08/2025,Visit,BS,Edukasi,13 Agustus 2025,Diona,Penawaran solusi B2B (Astinet),pengawalan,New Customer ,AGUSTUS
13/08/2025,Visit,BS,Edukasi,13 Agustus 2025,Diona,Penawaran solusi B2B (Astinet),pengawalan,New Customer ,AGUSTUS
13/08/2025,UNIVERSITAS NAHDHATUL ULAMA,BS,Education,13 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT. Eksisting menggunakan layanan Pesatnet dan Biznet masing2 100mbps.,intens komunikasi ,New Customer ,AGUSTUS
13/08/2025,Stikes Cirebon,BS,Education,13 Agustus 2025,Emilie,visit awal gali opti kebutuhan solusi telkom,fu,New Customer ,AGUSTUS
13/08/2025,Institut Prima Bangsa,BS,Education,13 Agustus 2025,Emilie,visit awal gali opti kebutuhan solusi telkom,fu,New Customer ,AGUSTUS
13/08/2025,Visiting,BS,Manufacture,11 Agustus 2025,Yanfei,Silaturahmi dan diskusi gali opti,Followup,New Customer ,AGUSTUS
13/08/2025,Visiting,BS,Manufacture,11 Agustus 2025,Yanfei,"Silaturahmi dan diskusi gali opti, eksisting menggunakan layanan indihome",Followup,New Customer ,AGUSTUS
13/08/2025,Visiting,BS,Education,13 Agustus 2025,Yanfei,Followup hasil wawancara dg direktorat terkait program smk pk reguler 2025,Kawal ketat pendampingan smk pk,New Customer ,AGUSTUS
13/08/2025,Visiting,BS,Education,13 Agustus 2025,Yanfei,"Silaturahmi, cek jaringan, dan diskusi terkait program Telkom kidi, ujikom, dan kunjungan industri",Followup intens untuk opti ujikom dan kunjungan industri,New Customer ,AGUSTUS
13/08/2025,Universitas Majalengka,BS,Education,"Rabu, 13 Agustus",Ayaka,Submit SPH Astinet 1Gbps,Follow up,New Customer ,AGUSTUS
13/08/2025,PT. Home Well Indonesia,BS,Manufacture,"Rabu, 13 Agustus",Ayaka,Submit SPH Indibiz,Follow up,Eksisting,AGUSTUS
14/08/2025,Media Center Al-Bahjah,BS,Jasa,14 agustus 2025,Emilie,kunjungan dan submit sph astinet dan neucentrix,fu,New Customer ,AGUSTUS
14/08/2025,Yayasan Khas Kempek,BS,Education,14 agustus 2025,Emilie,silahturahmi dan diskusi terkait support untuk agenda Haul KH. Aqiel Siroj Khas Kempek,fu dan kawal,Eksisting,AGUSTUS
14/08/2025,Visit,BS,Education,"Rabu, 13 Agustus 2025",Sara,Evaluasi layanan eCampuz pemakaian tahun 2024 - 2025 & diskusi Opty layanan telkom oeriode 2025 - 2026,komunikasi Intens,Eksisting,AGUSTUS
14/08/2025,Visit,BS,Education,"Kamis, 14 Agustus 2025",Sara,Follow Up bimtek pijar sekolah untuk  guru guru,komunikasi Intens,New Customer ,AGUSTUS
14/08/2025,CV. Terlaksana Sukses Mandiri,BS,Retail,"Kamis,  14 Agustus 2025",Ayaka,Diskusi terkait Neucentrix dan kebutuhan internet buat lokasi cabang, Follow Up,Eksisting,AGUSTUS
14/08/2025,SMAN 1 Sumberjaya,BS,Education,"Kamis, 14 Agustus",Ayaka,Diskusi terkait Indibiz+pijar,Penjadwalan sosialisasi pijar,New Customer ,AGUSTUS
15/08/2025,WIT CIREBON,BS,Education,14 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT. Eksisting menggunakan layanan INDIBIZ 100mbps.,intens komunikasi ,New Customer ,AGUSTUS
15/08/2025,KAMPUS UBHI  CIREBON,BS,Education,14 Agustus 2025,JEAN,Kunjungan Silaturahmi dan Edukasi mengenai layanan connectivity (Indibiz) dan KiDi IoT., intens komunikasi ,New Customer ,AGUSTUS
15/08/2025,STIE Cirebon,BS,Education,"Rabu, 15 Agustus 2025",Charlotte,"Kunjungan diskusi Digitalisasi Campus, E campus, Oca",Present Layanan,Eksisting,AGUSTUS
15/08/2025,Politeknik Pariwisata Prima Internasional,BS,Education,"Rabu, 15 Agustus 2025",Charlotte,"Kunjungan diskusi Digitalisasi Campus, E campus","submit Profosal, Present Layanan",New Customer ,AGUSTUS
15/08/2025,SMKN 5 Kuningan,BS,Education,"Kamis, 14 Agustus 2025",Charlotte,Kunjungan diskusi Kordinasi Klik siplah dengan Bendahara, Klik siplah akan di lakukan Awal September ,Eksisting,AGUSTUS
15/08/2025,Surya Cirebon,BS,Education,"Kamis, 14 Agustus 2025",Charlotte,Kunjungan diskusi Connectivity, Submit Profosal,Eksisting,AGUSTUS
15/08/2025,Visit,BS,Education,"Jumat, 15 Agustus 2025",Sara,Follow Up penawaran pijar sekolah,Follow Up penawaran pijar sekolah,New Customer ,AGUSTUS
15/08/2025,STIKOM,BS,Education,"Jumat, 15 Agustus 2025",Charlotte,Kunjungan diskusi OCA,Submit Profosal,Eksisting,AGUSTUS
15/08/2025,Institut Mahardika,BS,Education,"Jumat, 15 Agustus 2025",Charlotte,Kunjungan diskusi pengadaan Server data center, Submit Profosal,Eksisting,AGUSTUS
19/08/2025,PT. GOLD EMPEROR INDONESIA,BS,Manufacture,19 Agustus 2025,JEAN,Pengambilan Modem Orbit untuk layanan temporer akibat gamas. Alhamdulillah layanan sudah normal. Sekaligus follow up SPH penambahan layanan Astinet., intens komunikasi ,Eksisting,AGUSTUS
19/08/2025,PT. GOLD EMPEROR DUA,BS,Manufacture,19 Agustus 2025,JEAN,Diskusi terkait penambahan layanan indibiz,intens komunikasi ,Eksisting,AGUSTUS
19/08/2025,SMAN 1 Sumberjaya,BS,Education,"Selasa, 19 Agustus",Ayaka,Sosialisasi Pijar Sekolah,Sosialisasi Pijar Sekolah,New Customer ,AGUSTUS
19/08/2025,PT Indonesia Dreamers Sports,BS,Manufacture,19 Agustus 2025,Emilie,silahturahmi dan diskusi kebutuhan upgrade layanan astinet,submit sph,Eksisting,AGUSTUS
19/08/2025,PT Fastrata Distribusi Indonesia,BS,Manufacture,19 Agustus 2025,Emilie,kunjungan dan diskusi kebutuhan layanan astinet untuk di gudang baru,fu dan submit sph,Eksisting,AGUSTUS
19/08/2025,PT. Corinthian Industries Indonesia,BS,Manufacture,"Selasa, 19 Agustus 2025",Ayaka,Diskusi terkait opty layanan backup (Starlink),Follow Up,Eksisting,AGUSTUS
20/08/2025,SMAN 1 CIWARINGIN,BS,Education,20 Agustus 2025,JEAN,Diskusi pengadaan barang Bos tahap 2,intens komunikasi ,Eksisting,AGUSTUS
20/08/2025,POLITEKNIK NEGERI INDRAMAYU,BS,Education,20 Agustus 2025,JEAN,Diskusi terkait spek teknis persiapan Tender,intens komunikasi ,Eksisting,AGUSTUS
20/08/2025,SMKN 1 LOSARANG,BS,Education,20 Agustus 2025,JEAN,Diskusi pengadaan barang dana Bos tahap 2,intens komunikasi ,Eksisting,AGUSTUS
20/08/2025,PT. JAVA SEAFOOD,BS,Manufacture,20 Agustus 2025,JEAN,Kunjungan dan silaturahmi menggali potensi kebutuhan layanan Monitoring CCTV Terpadu,intens komunikasi ,New Customer ,AGUSTUS
20/08/2025,PT. WIRATAMA INDRAMAYU PERKASA,BS,Manufacture,20 Agustus 2025,JEAN,Kunjungan dan silaturahmi terkait permintaan percepatan pembangunan infrastruktur kawasan industri losarang.,intens komunikasi ,Eksisting,AGUSTUS
20/08/2025,SMK Persada Kuningan,BS,Education,"Selasa, 19 Agustus 2025",Charlotte,Kunjungan diskusi Pijar sekolah,Submit Profosal,New Customer ,AGUSTUS
20/08/2025,Yayasan Khas Kempek,BS,Education,20 Agustus 2025,Emilie,kunjungan survey lokasi untuk internet temporer agenda Haul KH. Aqiel Siroj Khas Kempek,Fu dan kawal,Eksisting,AGUSTUS
20/08/2025,Moluska Inti Sibertama,BS,Media,"Selasa, 19 Agustus 2025",Charlotte,Kunjungan diskusi Connectivity,Submit Profosal,New Customer ,AGUSTUS
20/08/2025,Universitas Muhammadiyah Cirebon (UMC),BS,Education,"Rabu, 20 Agustus 2025",Charlotte,Present OCA dan E Campus dengan SE mas @irsyadthoyib,Submit SPH,Eksisting,AGUSTUS
20/08/2025,RS UMC,BS,Healt,"Rabu, 20 Agustus 2025",Charlotte,Diskusi persiapan kolaborasi Podcast besok di Index,Kolaborasi,Eksisting,AGUSTUS
20/08/2025,Visit,BS,Education,"Rabu, 19 Agustus 2025",Sara,diskusi Opty SMK PK,di agendakan diskusi lebih lanjut,Eksisting,AGUSTUS
20/08/2025,Visit,BS,Education,"Rabu, 19 Agustus 2025",Sara,perkenalan bersama sarpras & operator sekolah,menunggu agenda perkenalan dengan kepala sekolah (saat ini sedang sakit),New Customer ,AGUSTUS
20/08/2025,SMK As Salam Gegesik,BS,Education,"Rabu, 20 Agustus 2025",Ayaka,Diskusi terkait kebutuhan sertifikasi kompetensi siswa,Follow Up,Eksisting,AGUSTUS
21/08/2025,STMIK IKMI,BS,Education,"Kamis, 21 Agustus 2025",Charlotte,Diskusi E campus dan OCA,"Submit Profosal, Demo E campus",New Customer ,AGUSTUS
21/08/2025,Yayasan Luhur Al Kautsar,BS,Education,"Kamis, 21 Agustus 2025",Charlotte,Diskusi Cctv Antarez Easy dan Pijar sekolah,"Submit Profosal, Present Pijar sekolah",New Customer ,AGUSTUS
21/08/2025,Visit,BS,Education,"Kamis, 21 Agustus 2025",Sara,perkenalan bersama Kajur RPL & kepala sekolah sekaligus diskusi kebutuhan Ujikom,perkenalan bersama Kajur RPL & kepala sekolah sekaligus diskusi kebutuhan Ujikom,New Customer ,AGUSTUS
21/08/2025,Visit,BS,Education,"Kamis, 21 Agustus 2025",Sara,Follow up penawaran Kidi IoT,,Eksisting,AGUSTUS
21/08/2025,RS UMC,BS,Healt,"Kamis, 21 Agustus 2025",Charlotte,Podcast kolaborasi RS UMC dan Telkom memperkenalkan layanan baru dari RS sebagai bentuk inovasi di dukung dengan layanan Connectivity yang cepat dari Telkom,Mempererat kerjasama yang lebih baik dari Telkom Untuk RS UMC juga Sebaliknya,Eksisting,AGUSTUS
